date,price,long,model,actions
2020-01-28,1452.560059,1302006.5626630413,1330985.794799247,8
2020-01-29,1458.630005,1318950.2042160607,1348306.5571256005,8
2020-01-30,1455.839966,1324461.8224563366,1353940.8494514083,8
2020-01-31,1434.22998,1321928.4177368414,1351351.05782453,8
2020-02-03,1485.939941,1302306.1685422517,1331292.0691151395,8
2020-02-04,1447.069946,1349259.7269843777,1379290.6899315536,8
2020-02-05,1448.22998,1313965.084586994,1343210.4818814853,8
2020-02-06,1476.22998,1315018.4159599158,1344287.2576326826,8
2020-02-07,1479.22998,1340442.9107952442,1370277.6346677686,8
2020-02-10,1508.680054,1343166.963813315,1373062.317921528,8
2020-02-11,1508.790039,1369908.151467352,1400398.6938847841,8
2020-02-12,1518.27002,1370008.0197910827,1400500.7850140058,8
2020-02-13,1514.660034,1378616.0100758509,1409300.3664595576,8
2020-02-14,1520.73999,1375338.0789896864,1405949.4772727226,8
2020-02-18,1519.670044,1380858.786486866,1411593.0611583204,8
2020-02-19,1526.689941,1379887.2566100415,1410599.907588778,8
2020-02-20,1518.150024,1386261.4471465072,1417115.9707951164,8
2020-02-21,1485.109985,1378507.0515871989,1409188.9828423185,8
2020-02-24,1421.589966,1348506.1122688223,1378520.3017400345,8
2020-02-25,1388.449951,1290828.8124471987,1319559.257344112,8
2020-02-26,1393.180054,1260737.0931539773,1288797.775744169,8
2020-02-27,1318.089966,1265032.1102716224,1293188.3886150543,8
2020-02-28,1339.329956,1196848.9833237529,1223487.6850894191,8
2020-03-02,1389.109985,1216135.2696115181,1243203.233243757,8
2020-03-03,1341.390015,1261336.4156905538,1289410.4376197397,8
2020-03-04,1386.52002,1218005.839590303,1245115.4371767754,8
2020-03-05,1319.040039,1258984.6816989044,1287006.3602319653,8
2020-03-06,1298.410034,1197711.666398099,1224369.5692137354,8
2020-03-09,1215.560059,1178979.2572704097,1205220.2260642457,8
2020-03-10,1280.390015,1103750.0157884604,1128316.5800786223,8
2020-03-11,1215.410034,1162616.7615561946,1188493.544350338,8
2020-03-12,1114.910034,1103613.7904371151,1128177.3227102407,8
2020-03-13,1219.72998,1012358.0143317401,1034890.4337093069,8
2020-03-16,1084.329956,1107536.3777501828,1132187.2164713554,8
2020-03-17,1119.800049,984590.7630754925,1006505.1566742234,8
2020-03-18,1096.800049,1016798.2343714607,1039429.4813363506,8
2020-03-19,1115.290039,995913.8278995838,1018080.2430575299,8
2020-03-20,1072.319946,1012703.0655874508,1035243.1648959217,8
2020-03-23,1056.619995,973685.4617463052,995357.1320993964,8
2020-03-24,1134.459961,959429.6287779335,980784.001887883,8
2020-03-25,1102.48999,1030109.6935475454,1053037.2184856785,8
2020-03-26,1161.75,1001080.3948841491,1023361.8041967227,8
2020-03-27,1110.709961,1054889.5312479527,1078368.5900182573,8
2020-03-30,1146.819946,1008544.2738211508,1030991.8093934181,8
2020-03-31,1162.810059,1041332.7783617324,1064510.0995677502,8
2020-04-01,1105.619995,1055852.0835540472,1079352.5662000228,8
2020-04-02,1120.839966,1003922.4947397581,1026267.1616992835,8
2020-04-03,1097.880005,1017742.4973855919,1040394.7611547505,8
2020-04-06,1186.920044,996894.4470333118,1019082.6881868622,8
2020-04-07,1186.51001,1077744.3760223452,1101732.1233593181,8
2020-04-08,1210.280029,1077372.0579039413,1101351.5184215608,8
2020-04-09,1211.449951,1098955.6552361255,1123415.5097051736,8
2020-04-13,1217.560059,1100017.9650877947,1124501.4637723751,8
2020-04-14,1269.22998,1105566.0511338408,1130173.0355811284,8
2020-04-15,1262.469971,1152483.2525483526,1178134.4901583826,8
2020-04-16,1263.469971,1146345.044908807,1171859.6622058619,8
2020-04-17,1283.25,1147253.0625814972,1172787.889957115,8
2020-04-20,1266.609985,1165213.678479824,1191148.2617955056,8
2020-04-21,1216.339966,1150104.2507859922,1175702.5380912381,8
2020-04-22,1263.209961,1104458.1851275153,1129040.5113994188,8
2020-04-23,1276.310059,1147016.9689064212,1172546.5414595117,8
2020-04-24,1279.310059,1158912.0894043958,1184706.4159672465,8
2020-04-27,1275.880005,1161636.1424224668,1187491.0992210058,8
2020-04-28,1233.670044,1158521.5927721849,1184307.227909909,8
2020-04-29,1341.47998,1120194.2022206166,1145126.7707303993,8
2020-04-30,1348.660034,1218087.5294002264,1245198.945186417,8
2020-05-01,1320.609985,1224607.145323097,1251863.6705647125,8
2020-05-04,1326.800049,1199137.2051112684,1225826.836658904,8
2020-05-05,1351.109985,1204757.8926183523,1231572.6258457366,8
2020-05-06,1347.300049,1226831.7441283225,1254137.7830721228,8
2020-05-07,1372.560059,1223372.2549085033,1250601.2947464245,8
2020-05-08,1388.369995,1246308.7904008368,1274048.3370253546,8
2020-05-11,1403.26001,1260664.4916929395,1288723.5583660898,8
2020-05-12,1375.73999,1274184.8884595633,1302544.8835056643,8
2020-05-13,1349.329956,1249196.2239467727,1277000.0372266248,8
2020-05-14,1356.130005,1225215.4463384212,1252485.5107562875,8
2020-05-15,1373.189941,1231390.0110055811,1258797.5049479683,8
2020-05-18,1383.939941,1246880.7343885466,1274633.0109777697,8
2020-05-19,1373.484985,1256641.9243699673,1284611.4593037402,8
2020-05-20,1406.719971,1247148.6395547679,1274906.8790064103,8
2020-05-21,1402.800049,1277326.5941943824,1305756.5153241176,8
2020-05-22,1410.420044,1273767.2357428148,1302117.9349409703,8
2020-05-26,1417.02002,1280686.3258686266,1309191.0257643799,8
2020-05-27,1417.839966,1286679.2207159584,1315317.306645184,8
2020-05-28,1416.72998,1287423.7461746102,1316078.403276913,8
2020-05-29,1428.920044,1286415.8592701715,1315048.0834682107,8
2020-06-01,1431.819946,1297484.652813397,1326363.2391625617,8
2020-06-02,1439.219971,1300117.8150784671,1329055.008674876,8
2020-06-03,1436.380005,1306837.168556817,1335923.9172398425,8
2020-06-04,1412.180054,1304258.4292389774,1333287.7819860273,8
2020-06-05,1438.390015,1282284.4460527382,1310824.7158888627,8
2020-06-08,1446.609985,1306083.5538412617,1335153.5290483234,8
2020-06-09,1456.160034,1313547.4318702458,1342783.5333167913,8
2020-06-10,1465.849976,1322219.045137304,1351648.1538244179,8
2020-06-11,1403.839966,1331017.683720648,1360642.6268968505,8
2020-06-12,1413.180054,1274711.498756946,1303083.21475937,8
2020-06-15,1419.849976,1283192.4637254286,1311752.943640116,8
2020-06-16,1442.719971,1289248.8707768943,1317944.1503392092,8
2020-06-17,1451.119995,1310015.2304112331,1339172.7143692283,8
2020-06-18,1435.959961,1317642.6006542558,1346969.8497572201,8
2020-06-19,1431.719971,1303877.02186367,1332897.88548848,8
2020-06-22,1451.859985,1300027.0360116397,1328962.2091054444,8
2020-06-23,1464.410034,1318314.52465187,1347656.72901087,8
2020-06-24,1431.969971,1329710.190936999,1359306.0327722558,8
2020-06-25,1441.329956,1300254.0404298124,1329194.2660432577,8
2020-06-26,1359.900024,1308753.0722259285,1337882.4638715703,8
2020-06-29,1394.969971,1234813.2548839594,1262296.9412065197,8
2020-06-30,1413.609985,1266657.3865402713,1294849.839246894,8
2020-07-01,1438.040039,1283582.848671466,1312152.0175254398,8
2020-07-02,1464.699951,1305765.7694482442,1334828.6716128509,8
2020-07-06,1495.699951,1329973.4406966125,1359575.1417772158,8
2020-07-07,1485.180054,1358121.9885500115,1388350.202066061,8
2020-07-08,1496.0,1348569.7361591298,1378585.3417303371,8
2020-07-09,1510.98999,1358394.4383446847,1388628.7158745967,8
2020-07-10,1541.73999,1372005.6141781355,1402542.840583603,8
2020-07-13,1511.339966,1399927.1576133622,1431085.843934635,8
2020-07-14,1520.579956,1372323.398571153,1402867.6980190754,8
2020-07-15,1513.640015,1380713.4727866347,1411444.5131583763,8
2020-07-16,1518.0,1374411.8837112065,1405002.6673301172,8
2020-07-17,1515.550049,1378370.8271438712,1409049.7264021644,8
2020-07-20,1565.719971,1376146.2283386458,1406775.613894754,8
2020-07-21,1558.420044,1421701.4041521396,1453344.7277733563,8
2020-07-22,1568.48999,1415072.9414267906,1446568.7329498345,8
2020-07-23,1515.680054,1424216.6303578275,1455915.9362806545,8
2020-07-24,1511.869995,1376264.275176184,1406896.2881435556,8
2020-07-27,1530.199951,1372804.6742701912,1403359.6856458443,8
2020-07-28,1500.339966,1389448.5982578269,1420374.059484292,8
2020-07-29,1522.02002,1362335.2041715598,1392657.1927552915,8
2020-07-30,1531.449951,1382021.0763484396,1412781.2205267567,8
2020-07-31,1482.959961,1390583.6203486898,1421534.3441733585,8
2020-08-03,1474.449951,1346553.852480114,1376524.5897973743,8
2020-08-04,1464.969971,1338826.613005343,1368625.3623519333,8
2020-08-05,1473.609985,1330218.6236285921,1359825.781834609,8
2020-08-06,1500.099976,1338063.9090328838,1367845.6826006242,8
2020-08-07,1494.48999,1362117.2890102908,1392434.4273772682,8
2020-08-10,1496.099976,1357023.3225787457,1387227.0826879272,8
2020-08-11,1480.319946,1358485.2183195294,1388721.516372256,8
2020-08-12,1506.619995,1344156.6722039466,1374074.05461065,8
2020-08-13,1518.449951,1368037.5814885672,1398486.4899517656,8
2020-08-14,1507.72998,1378779.3906037158,1409467.3834070684,8
2020-08-17,1517.97998,1369045.4674849885,1399516.8088322403,8
2020-08-18,1558.599976,1378352.648630064,1409031.1432825844,8
2020-08-19,1547.530029,1415236.322862673,1446735.750825573,8
2020-08-20,1581.75,1405184.6153509282,1436460.3188152723,8
2020-08-21,1580.420044,1436256.9537778776,1468224.2455445477,8
2020-08-24,1588.199951,1435049.330225977,1466989.7434774023,8
2020-08-25,1608.219971,1442113.6232738642,1474211.2690569703,8
2020-08-26,1652.380005,1460292.1552414773,1492794.407201612,8
2020-08-27,1634.329956,1500390.2465400817,1533784.976256691,8
2020-08-28,1644.410034,1484000.483055156,1517030.4198634133,8
2020-08-31,1634.180054,1493153.3720212525,1526387.0279978088,8
2020-09-01,1660.709961,1483864.369389984,1516891.276667045,8
2020-09-02,1728.280029,1507953.9938008143,1541517.072582608,8
2020-09-03,1641.839966,1569308.8096896994,1604237.4848542653,8
2020-09-04,1591.040039,1490819.7048572367,1524001.4195576014,8
2020-09-08,1532.390015,1444692.4733698596,1476847.5175545712,8
2020-09-09,1556.959961,1391437.2150741497,1422406.9376661123,8
2020-09-10,1532.02002,1413747.1602591958,1445213.443390102,8
2020-09-11,1520.719971,1391101.2530753426,1422063.4980392875,8
2020-09-14,1519.280029,1380840.6088810763,1411574.478966968,8
